group,topic,hz,bw,peak_hz,peak_bw,modes,info,follow_pub_count,follow_pub_nodes,follow_sub_count,follow_sub_nodes,yolo_pub_count,yolo_pub_nodes,yolo_sub_count,yolo_sub_nodes,yolo_tracker_pub_count,yolo_tracker_pub_nodes,yolo_tracker_sub_count,yolo_tracker_sub_nodes,yolo_visual_bridge_pub_count,yolo_visual_bridge_pub_nodes,yolo_visual_bridge_sub_count,yolo_visual_bridge_sub_nodes,yolo_full_pub_count,yolo_full_pub_nodes,yolo_full_sub_count,yolo_full_sub_nodes,support_yolo_pub_count,support_yolo_pub_nodes,support_yolo_sub_count,support_yolo_sub_nodes
Follow and YOLO family,/a201_0000/velocity_smoother/transition_event,0.033,2 B/s,0.033 (VISUAL BRIDGE),2 B/s (VISUAL BRIDGE),"FOLLOW, YOLO, TRACKER, VISUAL BRIDGE, FULL, SUPPORT YOLO",lifecycle_msgs/msg/TransitionEvent,1,-,0,-,1,/a201_0000/velocity_smoother,0,-,1,/a201_0000/velocity_smoother,0,-,1,/a201_0000/velocity_smoother,0,-,1,/a201_0000/velocity_smoother,0,-,1,/a201_0000/velocity_smoother,0,-
Follow and YOLO family,/a201_0000/route_server/transition_event,0.033,2 B/s,0.033 (SUPPORT YOLO),2 B/s (SUPPORT YOLO),"FOLLOW, YOLO, TRACKER, VISUAL BRIDGE, FULL, SUPPORT YOLO",lifecycle_msgs/msg/TransitionEvent,1,/a201_0000/route_server,0,-,1,/a201_0000/route_server,0,-,1,/a201_0000/route_server,0,-,1,/a201_0000/route_server,0,-,1,/a201_0000/route_server,0,-,1,/a201_0000/route_server,0,-
Follow and YOLO family,/a201_0000/planner_server/transition_event,0.033,2 B/s,0.033 (SUPPORT YOLO),2 B/s (SUPPORT YOLO),"FOLLOW, YOLO, TRACKER, VISUAL BRIDGE, FULL, SUPPORT YOLO",lifecycle_msgs/msg/TransitionEvent,1,/a201_0000/planner_server,0,-,1,-,0,-,1,/a201_0000/planner_server,0,-,1,/a201_0000/planner_server,0,-,1,/a201_0000/planner_server,0,-,1,/a201_0000/planner_server,0,-
Follow and YOLO family,/a201_0000/bt_navigator/transition_event,0.033,2 B/s,0.033 (VISUAL BRIDGE),2 B/s (VISUAL BRIDGE),"FOLLOW, YOLO, TRACKER, VISUAL BRIDGE, FULL, SUPPORT YOLO",lifecycle_msgs/msg/TransitionEvent,1,/a201_0000/bt_navigator,0,-,1,-,0,-,1,/a201_0000/bt_navigator,0,-,1,/a201_0000/bt_navigator,0,-,1,/a201_0000/bt_navigator,0,-,1,/a201_0000/bt_navigator,0,-
Follow and YOLO family,/a201_0000/behavior_server/transition_event,0.033,2 B/s,0.033 (SUPPORT YOLO),2 B/s (SUPPORT YOLO),"FOLLOW, YOLO, TRACKER, VISUAL BRIDGE, FULL, SUPPORT YOLO",lifecycle_msgs/msg/TransitionEvent,1,/a201_0000/behavior_server,0,-,1,-,0,-,1,/a201_0000/behavior_server,0,-,1,/a201_0000/behavior_server,0,-,1,/a201_0000/behavior_server,0,-,1,/a201_0000/behavior_server,0,-
Silent topics,/trajectories,silent,silent,-,-,"FOLLOW, YOLO, TRACKER, VISUAL BRIDGE, FULL, SUPPORT YOLO",visualization_msgs/msg/MarkerArray,1,/a201_0000/controller_server,0,-,1,/a201_0000/controller_server,0,-,1,/a201_0000/controller_server,0,-,1,/a201_0000/controller_server,0,-,1,/a201_0000/controller_server,0,-,1,/a201_0000/controller_server,0,-
Silent topics,/model/dji0/joint/dji0_gimbal_joint/yaw/cmd_pos,silent,silent,-,-,FULL,std_msgs/msg/Float64,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,uav_simulator,0,-,-,-,-,-
Silent topics,/model/dji0/joint/dji0_gimbal_joint/pitch/cmd_pos,silent,silent,-,-,FULL,std_msgs/msg/Float64,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,uav_simulator,0,-,-,-,-,-
Silent topics,/events/write_split,silent,silent,-,-,FULL,rosbag2_interfaces/msg/WriteSplitEvent,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,rosbag2_recorder,0,-,-,-,-,-
Silent topics,/dji0/update_tilt,silent,silent,-,-,FULL,std_msgs/msg/Float64,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,1,uav_simulator,-,-,-,-
Silent topics,/dji0/update_pan,silent,silent,-,-,FULL,std_msgs/msg/Float64,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,1,uav_simulator,-,-,-,-
Silent topics,/dji0/follow/debug/leader_heading_source,silent,silent,-,-,"YOLO, TRACKER, VISUAL BRIDGE, FULL, SUPPORT YOLO",std_msgs/msg/String,-,-,-,-,0,-,1,leader_estimator,0,-,1,leader_estimator,0,-,1,leader_estimator,0,-,1,leader_estimator,0,-,1,leader_estimator
Silent topics,/dji0/follow/debug/leader_follow_yaw_rad,silent,silent,-,-,"YOLO, TRACKER, VISUAL BRIDGE, FULL, SUPPORT YOLO",std_msgs/msg/Float32,-,-,-,-,0,-,1,leader_estimator,0,-,1,leader_estimator,0,-,1,leader_estimator,0,-,1,leader_estimator,0,-,1,leader_estimator
Silent topics,/dji0/camera0/actual/world_yaw_rad,silent,silent,-,-,"YOLO, TRACKER, VISUAL BRIDGE, FULL, SUPPORT YOLO",std_msgs/msg/Float32,-,-,-,-,0,-,1,leader_estimator,0,-,1,leader_estimator,0,-,1,leader_estimator,0,-,1,leader_estimator,0,-,1,leader_estimator
Silent topics,/dji0/camera/actual/center_pose,silent,silent,-,-,"VISUAL BRIDGE, FULL",geometry_msgs/msg/PoseStamped,-,-,-,-,-,-,-,-,-,-,-,-,0,-,1,follow_point_generator,0,-,1,follow_point_generator,-,-,-,-
Silent topics,/coord/support/dji2/leader_detection_events,silent,silent,-,-,SUPPORT YOLO,std_msgs/msg/String,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,support_dji2_leader_detector,0,-
Silent topics,/coord/support/dji1/leader_detection_events,silent,silent,-,-,SUPPORT YOLO,std_msgs/msg/String,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,support_dji1_leader_detector,0,-
Silent topics,/coord/events,silent,silent,-,-,"YOLO, TRACKER, VISUAL BRIDGE, FULL, SUPPORT YOLO",std_msgs/msg/String,-,-,-,-,2,"leader_detector, leader_estimator",0,-,2,"leader_tracker, leader_estimator",0,-,2,"leader_tracker, leader_estimator",0,-,2,"leader_tracker, leader_estimator",1,rosbag2_recorder,2,"leader_detector, leader_estimator",0,-
Silent topics,/a201_0000/wait/_action/status,silent,silent,-,-,"TRACKER, VISUAL BRIDGE, FULL, SUPPORT YOLO",action_msgs/msg/GoalStatusArray,-,-,-,-,-,-,-,-,1,/a201_0000/behavior_server,2,"/a201_0000/bt_navigator_navigate_to_pose_rclcpp_node, /a201_0000/bt_navigator_navigate_through_poses_rclcpp_node",1,/a201_0000/behavior_server,2,"/a201_0000/bt_navigator_navigate_to_pose_rclcpp_node, /a201_0000/bt_navigator_navigate_through_poses_rclcpp_node",1,/a201_0000/behavior_server,2,"/a201_0000/bt_navigator_navigate_to_pose_rclcpp_node, /a201_0000/bt_navigator_navigate_through_poses_rclcpp_node",1,/a201_0000/behavior_server,2,"/a201_0000/bt_navigator_navigate_to_pose_rclcpp_node, /a201_0000/bt_navigator_navigate_through_poses_rclcpp_node"
Silent topics,/a201_0000/wait/_action/feedback,silent,silent,-,-,"TRACKER, VISUAL BRIDGE, FULL, SUPPORT YOLO",nav2_msgs/action/Wait_FeedbackMessage,-,-,-,-,-,-,-,-,1,/a201_0000/behavior_server,2,"/a201_0000/bt_navigator_navigate_to_pose_rclcpp_node, /a201_0000/bt_navigator_navigate_through_poses_rclcpp_node",1,/a201_0000/behavior_server,2,"/a201_0000/bt_navigator_navigate_to_pose_rclcpp_node, /a201_0000/bt_navigator_navigate_through_poses_rclcpp_node",1,/a201_0000/behavior_server,2,"/a201_0000/bt_navigator_navigate_to_pose_rclcpp_node, /a201_0000/bt_navigator_navigate_through_poses_rclcpp_node",1,/a201_0000/behavior_server,2,"/a201_0000/bt_navigator_navigate_to_pose_rclcpp_node, /a201_0000/bt_navigator_navigate_through_poses_rclcpp_node"
Silent topics,/a201_0000/twist_marker_server/feedback,silent,silent,-,-,"FOLLOW, YOLO, TRACKER, VISUAL BRIDGE, FULL, SUPPORT YOLO",visualization_msgs/msg/InteractiveMarkerFeedback,0,-,2,/a201_0000/twist_server_node,0,-,2,/a201_0000/twist_server_node,0,-,2,/a201_0000/twist_server_node,0,-,2,/a201_0000/twist_server_node,0,-,2,/a201_0000/twist_server_node,0,-,2,/a201_0000/twist_server_node
Silent topics,/a201_0000/twist_marker_server/cmd_vel,silent,silent,-,-,"FOLLOW, YOLO, TRACKER, VISUAL BRIDGE, FULL, SUPPORT YOLO",geometry_msgs/msg/TwistStamped,2,/a201_0000/twist_server_node,2,/a201_0000/twist_mux,2,/a201_0000/twist_server_node,2,/a201_0000/twist_mux,2,/a201_0000/twist_server_node,2,/a201_0000/twist_mux,2,/a201_0000/twist_server_node,2,/a201_0000/twist_mux,2,/a201_0000/twist_server_node,2,/a201_0000/twist_mux,2,/a201_0000/twist_server_node,2,/a201_0000/twist_mux
Silent topics,/a201_0000/transformed_global_plan,silent,silent,-,-,"FOLLOW, YOLO, TRACKER, VISUAL BRIDGE, FULL, SUPPORT YOLO",nav_msgs/msg/Path,1,/a201_0000/controller_server,0,-,1,/a201_0000/controller_server,0,-,1,/a201_0000/controller_server,0,-,1,/a201_0000/controller_server,0,-,1,/a201_0000/controller_server,0,-,1,/a201_0000/controller_server,0,-
Silent topics,/a201_0000/tf_static,silent,silent,-,-,"FOLLOW, YOLO",tf2_msgs/msg/TFMessage,3,"/a201_0000/robot_state_publisher, /a201_0000/camera_0_static_tf, /a201_0000/lidar3d_0_static_tf",8,"/a201_0000/transform_listener_impl_612c9f9b12e0, /a201_0000/smoother_server, /a201_0000/transform_listener_impl_5d3228b8e620, +6",3,"/a201_0000/robot_state_publisher, /a201_0000/camera_0_static_tf, /a201_0000/lidar3d_0_static_tf",8,"/a201_0000/transform_listener_impl_6073ba8e9c80, /a201_0000/transform_listener_impl_5bc9ab2d0e10, /a201_0000/smoother_server, +6",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Silent topics,/a201_0000/spin/_action/status,silent,silent,-,-,"TRACKER, VISUAL BRIDGE, FULL, SUPPORT YOLO",action_msgs/msg/GoalStatusArray,-,-,-,-,-,-,-,-,1,/a201_0000/behavior_server,2,"/a201_0000/bt_navigator_navigate_to_pose_rclcpp_node, /a201_0000/bt_navigator_navigate_through_poses_rclcpp_node",1,/a201_0000/behavior_server,2,"/a201_0000/bt_navigator_navigate_to_pose_rclcpp_node, /a201_0000/bt_navigator_navigate_through_poses_rclcpp_node",1,/a201_0000/behavior_server,2,"/a201_0000/bt_navigator_navigate_to_pose_rclcpp_node, /a201_0000/bt_navigator_navigate_through_poses_rclcpp_node",1,/a201_0000/behavior_server,2,"/a201_0000/bt_navigator_navigate_to_pose_rclcpp_node, /a201_0000/bt_navigator_navigate_through_poses_rclcpp_node"
Silent topics,/a201_0000/spin/_action/feedback,silent,silent,-,-,"TRACKER, VISUAL BRIDGE, FULL, SUPPORT YOLO",nav2_msgs/action/Spin_FeedbackMessage,-,-,-,-,-,-,-,-,1,/a201_0000/behavior_server,2,"/a201_0000/bt_navigator_navigate_to_pose_rclcpp_node, /a201_0000/bt_navigator_navigate_through_poses_rclcpp_node",1,/a201_0000/behavior_server,2,"/a201_0000/bt_navigator_navigate_to_pose_rclcpp_node, /a201_0000/bt_navigator_navigate_through_poses_rclcpp_node",1,/a201_0000/behavior_server,2,"/a201_0000/bt_navigator_navigate_to_pose_rclcpp_node, /a201_0000/bt_navigator_navigate_through_poses_rclcpp_node",1,/a201_0000/behavior_server,2,"/a201_0000/bt_navigator_navigate_to_pose_rclcpp_node, /a201_0000/bt_navigator_navigate_through_poses_rclcpp_node"
Silent topics,/a201_0000/speed_limit,silent,silent,-,-,"FOLLOW, YOLO, TRACKER, VISUAL BRIDGE, FULL, SUPPORT YOLO",nav2_msgs/msg/SpeedLimit,1,/a201_0000/route_server,1,/a201_0000/controller_server,1,/a201_0000/route_server,1,/a201_0000/controller_server,1,/a201_0000/route_server,1,/a201_0000/controller_server,1,/a201_0000/route_server,1,/a201_0000/controller_server,1,/a201_0000/route_server,1,/a201_0000/controller_server,1,/a201_0000/route_server,1,/a201_0000/controller_server
Silent topics,/a201_0000/smooth_path/_action/status,silent,silent,-,-,"TRACKER, VISUAL BRIDGE, FULL, SUPPORT YOLO",action_msgs/msg/GoalStatusArray,-,-,-,-,-,-,-,-,1,/a201_0000/smoother_server,0,-,1,/a201_0000/smoother_server,0,-,1,/a201_0000/smoother_server,0,-,1,/a201_0000/smoother_server,0,-
Silent topics,/a201_0000/smooth_path/_action/feedback,silent,silent,-,-,"TRACKER, VISUAL BRIDGE, FULL, SUPPORT YOLO",nav2_msgs/action/SmoothPath_FeedbackMessage,-,-,-,-,-,-,-,-,1,/a201_0000/smoother_server,0,-,1,/a201_0000/smoother_server,0,-,1,/a201_0000/smoother_server,0,-,1,/a201_0000/smoother_server,0,-
Silent topics,/a201_0000/set_pose,silent,silent,-,-,"FOLLOW, YOLO, TRACKER, VISUAL BRIDGE, FULL, SUPPORT YOLO",geometry_msgs/msg/PoseWithCovarianceStamped,0,-,1,/a201_0000/ekf_node,0,-,1,/a201_0000/ekf_node,0,-,1,/a201_0000/ekf_node,0,-,1,/a201_0000/ekf_node,0,-,1,/a201_0000/ekf_node,0,-,1,/a201_0000/ekf_node
Silent topics,/a201_0000/robot_description,silent,silent,-,-,"FOLLOW, YOLO",std_msgs/msg/String,1,/a201_0000/robot_state_publisher,1,/a201_0000/controller_manager,1,/a201_0000/robot_state_publisher,1,/a201_0000/controller_manager,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Silent topics,/a201_0000/rc_teleop/cmd_vel,silent,silent,-,-,"FOLLOW, YOLO",geometry_msgs/msg/TwistStamped,0,-,2,/a201_0000/twist_mux,0,-,2,/a201_0000/twist_mux,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Silent topics,/a201_0000/platform/safety_stop,silent,silent,-,-,"FOLLOW, YOLO, TRACKER, VISUAL BRIDGE, FULL, SUPPORT YOLO",std_msgs/msg/Bool,0,-,2,/a201_0000/twist_mux,0,-,2,/a201_0000/twist_mux,0,-,2,/a201_0000/twist_mux,0,-,2,/a201_0000/twist_mux,0,-,2,/a201_0000/twist_mux,0,-,2,/a201_0000/twist_mux
Silent topics,/a201_0000/platform/emergency_stop,silent,silent,-,-,"FOLLOW, YOLO, TRACKER, VISUAL BRIDGE, FULL, SUPPORT YOLO",std_msgs/msg/Bool,0,-,2,/a201_0000/twist_mux,0,-,2,/a201_0000/twist_mux,0,-,2,/a201_0000/twist_mux,0,-,2,/a201_0000/twist_mux,0,-,2,/a201_0000/twist_mux,0,-,2,/a201_0000/twist_mux
Silent topics,/a201_0000/planner_selector,silent,silent,-,-,"FOLLOW, YOLO, TRACKER, VISUAL BRIDGE, FULL, SUPPORT YOLO",std_msgs/msg/String,0,-,2,"/a201_0000/bt_navigator_navigate_to_pose_rclcpp_node, /a201_0000/bt_navigator_navigate_through_poses_rclcpp_node",0,-,2,"/a201_0000/bt_navigator_navigate_to_pose_rclcpp_node, /a201_0000/bt_navigator_navigate_through_poses_rclcpp_node",0,-,2,"/a201_0000/bt_navigator_navigate_to_pose_rclcpp_node, /a201_0000/bt_navigator_navigate_through_poses_rclcpp_node",0,-,2,"/a201_0000/bt_navigator_navigate_to_pose_rclcpp_node, /a201_0000/bt_navigator_navigate_through_poses_rclcpp_node",0,-,2,"/a201_0000/bt_navigator_navigate_to_pose_rclcpp_node, /a201_0000/bt_navigator_navigate_through_poses_rclcpp_node",0,-,2,"/a201_0000/bt_navigator_navigate_to_pose_rclcpp_node, /a201_0000/bt_navigator_navigate_through_poses_rclcpp_node"
Silent topics,/a201_0000/plan_smoothed,silent,silent,-,-,"FOLLOW, YOLO, TRACKER, VISUAL BRIDGE, FULL, SUPPORT YOLO",nav_msgs/msg/Path,1,/a201_0000/smoother_server,0,-,1,/a201_0000/smoother_server,0,-,1,/a201_0000/smoother_server,0,-,1,/a201_0000/smoother_server,0,-,1,/a201_0000/smoother_server,0,-,1,/a201_0000/smoother_server,0,-
Silent topics,/a201_0000/optimal_trajectory,silent,silent,-,-,"FOLLOW, YOLO, TRACKER, VISUAL BRIDGE, FULL, SUPPORT YOLO",nav_msgs/msg/Path,1,/a201_0000/controller_server,0,-,1,/a201_0000/controller_server,0,-,1,/a201_0000/controller_server,0,-,1,/a201_0000/controller_server,0,-,1,/a201_0000/controller_server,0,-,1,/a201_0000/controller_server,0,-
Silent topics,/a201_0000/navigate_through_poses/_action/status,silent,silent,-,-,"TRACKER, VISUAL BRIDGE, FULL, SUPPORT YOLO",action_msgs/msg/GoalStatusArray,-,-,-,-,-,-,-,-,1,/a201_0000/bt_navigator,0,-,1,/a201_0000/bt_navigator,0,-,1,/a201_0000/bt_navigator,0,-,1,/a201_0000/bt_navigator,0,-
Silent topics,/a201_0000/navigate_through_poses/_action/feedback,silent,silent,-,-,"TRACKER, VISUAL BRIDGE, FULL, SUPPORT YOLO",nav2_msgs/action/NavigateThroughPoses_FeedbackMessage,-,-,-,-,-,-,-,-,1,/a201_0000/bt_navigator,0,-,1,/a201_0000/bt_navigator,0,-,1,/a201_0000/bt_navigator,0,-,1,/a201_0000/bt_navigator,0,-
Silent topics,/a201_0000/map_updates,silent,silent,-,-,"FOLLOW, YOLO, TRACKER, VISUAL BRIDGE, FULL, SUPPORT YOLO",map_msgs/msg/OccupancyGridUpdate,0,-,1,/a201_0000/global_costmap/global_costmap,0,-,1,/a201_0000/global_costmap/global_costmap,0,-,1,/a201_0000/global_costmap/global_costmap,0,-,1,/a201_0000/global_costmap/global_costmap,0,-,1,/a201_0000/global_costmap/global_costmap,0,-,1,/a201_0000/global_costmap/global_costmap
Silent topics,/a201_0000/map,silent,silent,-,-,"FOLLOW, YOLO, TRACKER, VISUAL BRIDGE, FULL, SUPPORT YOLO",nav_msgs/msg/OccupancyGrid,1,/a201_0000/map_server,2,"/a201_0000/global_costmap/global_costmap, /a201_0000/amcl",1,/a201_0000/map_server,2,"/a201_0000/global_costmap/global_costmap, /a201_0000/amcl",1,/a201_0000/map_server,2,"/a201_0000/amcl, /a201_0000/global_costmap/global_costmap",1,/a201_0000/map_server,2,"/a201_0000/amcl, /a201_0000/global_costmap/global_costmap",1,/a201_0000/map_server,2,"/a201_0000/amcl, /a201_0000/global_costmap/global_costmap",1,/a201_0000/map_server,2,"/a201_0000/global_costmap/global_costmap, /a201_0000/amcl"
